Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Покрасочный механизм (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Индикатор мощности (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Дробитель (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - "Отрубатель и сращиватель" (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Генератор Стирлинга (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Жидкостный резервуар (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Жидкостный резервуар под давлением (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Якорь путешествия (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Вакуумный сундук (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Беспроводной зарядник (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Вакуумный опыт (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Простой завод сплавов (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Простой генератор Стирлинга (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Проводной зарядник (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Простой дробитель (декоративный блок)
appliedenergistics2:facade:0, Кабельный фасад - Промышленная изоляция
appliedenergistics2:facade:0, Кабельный фасад - Расширение антенны беспроводной зарядки
appliedenergistics2:facade:0, Кабельный фасад - Сумеречный дуб
appliedenergistics2:facade:0, Кабельный фасад - Сумеречная сосна
appliedenergistics2:facade:0, Кабельный фасад - Сумеречная берёза
appliedenergistics2:facade:0, Кабельный фасад - Тёмное дерево
appliedenergistics2:facade:0, Кабельный фасад - Корни
appliedenergistics2:facade:0, Кабельный фасад - Замшелые корни
appliedenergistics2:facade:0, Кабельный фасад - Камень лабиринта
appliedenergistics2:facade:0, Кабельный фасад - Кладка из камня лабиринта
appliedenergistics2:facade:0, Кабельный фасад - Гладкая лабиринтовая кладка
appliedenergistics2:facade:0, Кабельный фасад - Декоративная лабиринтовая кладка
appliedenergistics2:facade:0, Кабельный фасад - Потресканая лабиринтовая кладка
appliedenergistics2:facade:0, Кабельный фасад - Замшелая лабиринтовая кладка
appliedenergistics2:facade:0, Кабельный фасад - Узорчатая лабиринтовая кладка
appliedenergistics2:facade:0, Кабельный фасад - Двойная узорчатая лабиринтовая кладка
appliedenergistics2:facade:0, Кабельный фасад - Анти-верстак
appliedenergistics2:facade:0, Кабельный фасад - Голова нагокамня
appliedenergistics2:facade:0, Кабельный фасад - Нагакамень
appliedenergistics2:facade:0, Кабельный фасад - Дерево времени
